train_loss,train_acc,val_acc,test_acc
0.010434999380916835,0.5114992721979622,0.752895752895753,0.4206484641638225
0.004982117751106251,0.8027656477438136,0.8545688545688546,0.6023890784982935
0.003254073003667584,0.868122270742358,0.8867438867438867,0.6305460750853242
0.0025117828704557736,0.8874818049490538,0.9021879021879022,0.6697952218430034
0.0021032517849097604,0.9026200873362445,0.9124839124839125,0.6770477815699659
0.0017449877776606808,0.915429403202329,0.924066924066924,0.6941126279863481
0.0015649872836067166,0.9232896652110626,0.9292149292149292,0.697098976109215
0.0013505032435168,0.9334788937409024,0.9279279279279279,0.7141638225255973
0.0012471629770301835,0.9372634643377001,0.9292149292149292,0.6992320819112628
0.0011581280302619657,0.9413391557496361,0.9356499356499357,0.7290955631399317
0.0010643598044716809,0.9457059679767104,0.9382239382239382,0.7325085324232082
0.0009406305112085662,0.9499272197962154,0.9369369369369369,0.7175767918088737
0.0008895245463393488,0.9538573508005822,0.9420849420849421,0.73080204778157
0.0007962539407059962,0.9582241630276565,0.9446589446589446,0.7299488054607508
0.0007581801350286781,0.958806404657933,0.9407979407979408,0.7372013651877133
0.0007146890875727502,0.9602620087336244,0.9472329472329473,0.731655290102389
0.0006507873985227712,0.9625909752547307,0.9433719433719434,0.7372013651877133
0.0006252194075605234,0.9636098981077147,0.9420849420849421,0.7367747440273038
0.0005583906443206678,0.9671033478893741,0.9433719433719434,0.73080204778157
0.000552054515225051,0.9695778748180495,0.9433719433719434,0.7325085324232082
0.0005271843584387237,0.9675400291120815,0.9485199485199485,0.7342150170648464
0.0005261008683293841,0.9685589519650655,0.9485199485199485,0.7325085324232082
0.00048005688431221327,0.9727802037845706,0.9459459459459459,0.7303754266211604
0.0005307700785942473,0.9695778748180495,0.9433719433719434,0.7337883959044369
0.0005078428038538283,0.9710334788937409,0.9433719433719434,0.738481228668942
0.0005192183283478933,0.9689956331877729,0.9446589446589446,0.7337883959044369
0.0005008910927688364,0.9687045123726347,0.9459459459459459,0.7295221843003413
0.00048079502618338863,0.9720524017467249,0.9433719433719434,0.7401877133105802
0.0005101510888884682,0.9703056768558952,0.9459459459459459,0.7359215017064846
0.0004633612396653736,0.9724890829694323,0.9472329472329473,0.7342150170648464
