train_loss,train_acc,val_acc,test_acc
0.010224675036485546,0.5432254448647891,0.7816377171215881,0.56982421875
0.004748603230149402,0.8073420204567745,0.858560794044665,0.6787109375
0.003255348266866405,0.8614263696230909,0.8771712158808933,0.71484375
0.002577557658738276,0.8835645229087852,0.8957816377171216,0.7236328125
0.0021762436944028317,0.8965952080706179,0.9094292803970223,0.7353515625
0.0018349446505579576,0.9104665825977302,0.9230769230769231,0.7724609375
0.0015955189099678625,0.9222362337116435,0.9193548387096774,0.765625
0.0014673868428847362,0.9265797954322544,0.9292803970223326,0.78857421875
0.0013310553173783682,0.9312035869412919,0.9354838709677419,0.76953125
0.0011810271819215437,0.9386296763345944,0.9354838709677419,0.77001953125
0.0010633394278714316,0.9449348465741908,0.9454094292803971,0.79150390625
0.0010052961061794885,0.9461958806221101,0.9466501240694789,0.7958984375
0.0009080246174403962,0.9489981785063752,0.9478908188585607,0.794921875
0.000820889238033773,0.9546027742749055,0.9503722084367245,0.7880859375
0.0007430773692437042,0.9599271402550091,0.9478908188585607,0.7998046875
0.0007128565256019693,0.9586661062070898,0.9503722084367245,0.791015625
0.0006704170278253818,0.9617486338797814,0.9441687344913151,0.7958984375
0.0006258229467862792,0.9628695530334874,0.9503722084367245,0.8017578125
0.0005589534639602317,0.9680538041193779,0.9516129032258065,0.7958984375
0.0005864899595595214,0.9632898977161273,0.9528535980148883,0.79638671875
0.0005563444584395115,0.9672131147540983,0.9528535980148883,0.79833984375
0.0005506001411824563,0.9669328849656719,0.9528535980148883,0.80322265625
0.0005307698243135696,0.9684741488020177,0.9553349875930521,0.7978515625
0.0005351327661374245,0.9677735743309513,0.9540942928039702,0.796875
0.0005329476153464717,0.9673532296483116,0.9528535980148883,0.7978515625
0.0005347553869748259,0.9674933445425249,0.9516129032258065,0.79541015625
0.0005198384657203608,0.9679136892251646,0.9553349875930521,0.79638671875
0.0005106941051859473,0.969735182849937,0.9516129032258065,0.79638671875
0.0004972040927784273,0.9701555275325767,0.9528535980148883,0.7978515625
0.0005260006864815512,0.9693148381672971,0.9516129032258065,0.7998046875
